ts_code,symbol,exchange,name,fut_code,multiplier,trade_unit,per_unit,quote_unit,quote_unit_desc,d_month,list_date,delist_date,last_ddate
BR2606.SHF,BR2606,SHFE,丁二烯橡胶2606,BR,,吨,5.0,人民币元/吨,5人民币元/吨,202606,2025-06-17,2026-06-15,20260617
AG2602.SHF,AG2602,SHFE,沪银2602,AG,,千克,15.0,人民币元/千克,1人民币元/千克,202602,2025-02-18,2026-02-24,20260226
AO2610.SHF,AO2610,SHFE,氧化铝2610,AO,,吨,20.0,人民币元/吨,1人民币元/吨,202610,2025-10-16,2026-10-15,20261019
B2608.DCE,B2608,DCE,豆二2608,B,,吨,10.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
JD2607.DCE,JD2607,DCE,鸡蛋2607,JD,,吨,5.0,人民币元/500千克,1人民币元/500千克,202607,2025-07-29,2026-07-28,20260731
BC2701.INE,BC2701,INE,国际铜2701,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202701,2026-01-16,2027-01-15,20270122
ZN2610.SHF,ZN2610,SHFE,沪锌2610,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202610,2025-10-16,2026-10-15,20261019
SF2701.ZCE,SF701,CZCE,硅铁2701,SF,,吨,5.0,人民币元/吨,2人民币元/吨,202701,2026-01-19,2027-01-14,20270119
V2701.DCE,V2701,DCE,PVC2701,V,,吨,5.0,人民币元/吨,1人民币元/吨,202701,2026-01-19,2027-01-15,20270120
PK2610.ZCE,PK610,CZCE,花生2610,PK,,吨,5.0,人民币元/吨,2人民币元/吨,202610,2025-10-23,2026-10-21,20261026
BC2603.INE,BC2603,INE,国际铜2603,BC,,吨,5.0,人民币元/吨,10人民币元/吨,202603,2025-03-18,2026-03-16,20260323
AL2608.SHF,AL2608,SHFE,沪铝2608,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202608,2025-08-18,2026-08-17,20260819
RU2604.SHF,RU2604,SHFE,橡胶2604,RU,,吨,10.0,人民币元/吨,5人民币元/吨,202604,2025-04-16,2026-04-15,20260417
L2608.DCE,L2608,DCE,塑料2608,L,,吨,5.0,人民币元/吨,1人民币元/吨,202608,2025-08-15,2026-08-14,20260819
SC2803.INE,SC2803,INE,原油2803,SC,,桶,1000.0,人民币元/桶,0.1人民币元/桶,202803,2025-03-03,2028-02-29,20280307
BR2607.SHF,BR2607,SHFE,丁二烯橡胶2607,BR,,吨,5.0,人民币元/吨,5人民币元/吨,202607,2025-07-16,2026-07-15,20260717
ZN2609.SHF,ZN2609,SHFE,沪锌2609,ZN,,吨,5.0,人民币元/吨,5人民币元/吨,202609,2025-09-16,2026-09-15,20260917
AO2612.SHF,AO2612,SHFE,氧化铝2612,AO,,吨,20.0,人民币元/吨,1人民币元/吨,202612,2025-12-16,2026-12-15,20261217
AL2603.SHF,AL2603,SHFE,沪铝2603,AL,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-18,2026-03-16,20260318
M2605.DCE,M2605,DCE,豆粕2605,M,,吨,10.0,人民币元/吨,1人民币元/吨,202605,2025-05-20,2026-05-19,20260522
AP2603.ZCE,AP603,CZCE,苹果2603,AP,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
CF2603.ZCE,CF603,CZCE,郑棉2603,CF,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
CJ2603.ZCE,CJ603,CZCE,红枣2603,CJ,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
CY2603.ZCE,CY603,CZCE,棉纱2603,CY,,吨,5.0,人民币元/吨,5人民币元/吨,202603,2025-03-17,2026-03-13,20260318
FG2603.ZCE,FG603,CZCE,玻璃2603,FG,,吨,20.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
JR2603.ZCE,JR603,CZCE,粳稻2603,JR,,吨,20.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
MA2603.ZCE,MA603,CZCE,甲醇2603,MA,,吨,10.0,人民币元/吨,1人民币元/吨,202603,2025-03-17,2026-03-13,20260318
